unique.ind,grid.id,detection,season,total.months,days.per.month,total.day.per.year,visit.reason,hunter (Yes/No),distance,signs,freq.sighting,year.obs,sighting.month,sighting.season,other.visit.grids,mean.elevation,median.elevation,village.number,river.length.sum,road.length.sum,slope.mean,presence.absence
232,1568,NO,1,2,3,6,hunting,Yes,1170,NA,NA,NA,NA,NA,NA,730,722.5,1,36892.07614,23807.03466,26.10018786,0
233,1568,YES,3,3,5,15,FD_petrol,No,1110,nb,year,2023,2,1,NA,730,722.5,1,36892.07614,23807.03466,26.10018786,1
233,1567,YES,3,4,3,12,hunting,Yes,2460,ds,NA,2020,11,1,1568,694,694,1,125578.1811,13064.71031,21.82316958,1
234,1567,YES,1,2,15,30,rice,No,2700,ds,NA,2022,11,1,1568,694,694,1,125578.1811,13064.71031,21.82316958,1
235,1567,NO,3,5,8,40,trapping,Yes,100,NA,NA,NA,NA,NA,1568,694,694,1,125578.1811,13064.71031,21.82316958,0
236,985,YES,3,12,25,300,transit,No,250,ds,NA,2023,5,2,NA,629,578,1,47274.70368,11304.38954,23.51868719,1
237,1853,YES,3,3,3,9,jhum,No,1960,ds,NA,2021,NA,NA,1854,1084,1060,0,29704.60102,7184.501075,24.69651482,1
237,1854,YES,2,2,3,6,jhum,No,2090,ob,NA,2021,NA,NA,1854,1089,1086.5,1,26722.34702,7227.245043,20.97321082,1
237,1912,NO,1,1,3,3,hunting,Yes,3240,ds,NA,2009,NA,NA,1854;1911,1165,1174,0,28259.39392,8333.217239,18.0226128,0
237,1797,NO,2,2,10,20,jhum,No,3260,ds,NA,2008,NA,NA,1854,926,863,0,25339.87159,7878.353545,18.90529005,0
238,1853,NO,1,1,6,6,hunting,Yes,2000,ds,NA,2016,2,1,1854,1084,1060,0,29704.60102,7184.501075,24.69651482,0
239,1853,YES,3,3,3,9,jhum,No,2450,ob,year,2022,NA,NA,1854,1084,1060,0,29704.60102,7184.501075,24.69651482,1
240,1797,YES,1,2,3,6,trapping,Yes,2310,nb,year,2021,9,1,1854,926,863,0,25339.87159,7878.353545,18.90529005,1
240,1854,NO,3,4,3,12,jhum,No,1500,ds,NA,2012,NA,NA,NA,1089,1086.5,1,26722.34702,7227.245043,20.97321082,0
241,1854,YES,1,4,3,12,mithun,No,1350,ob,year,2021,11;12,1,NA,1089,1086.5,1,26722.34702,7227.245043,20.97321082,1
241,1853,YES,1,2,3,6,orange,No,2550,ob,year,2022,NA,NA,1854,1084,1060,0,29704.60102,7184.501075,24.69651482,1
242,1798,YES,3,12,5,60,mithun,No,4390,fs,NA,2021,2,1,1854;1855,1011,1023.5,0,8036.57203,388.1927503,25.03246509,1
243,1797,YES,1,3,5,15,trapping,Yes,2500,nb,NA,2022,9,1,1854,926,863,0,25339.87159,7878.353545,18.90529005,1
243,1854,NO,1,3,5,15,trapping,Yes,1490,ds,NA,2016,12,1,NA,1089,1086.5,1,26722.34702,7227.245043,20.97321082,0
243,1740,NO,1,3,5,15,trapping,Yes,6000,ds,NA,2016,11,1,1854;1797,1388,1398.5,0,28942.45028,7872.667763,25.37012448,0
243,1853,YES,1,3,5,15,trapping,Yes,1750,ob,year,2021,NA,NA,1854,1084,1060,0,29704.60102,7184.501075,24.69651482,1
244,1972,YES,1,2,20,40,hunting,Yes,2170,nb,month,2021,12,1,1915,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
244,1974,YES,1,2,20,40,cardamom,No,3000,nb,year,2020,NA,NA,1915;1916;1973,1367,1333.5,0,19036.0334,0,26.99988975,1
245,1916,YES,3,2,10,20,etkum_coll,No,700,nb,year,2020,1,1,1915,930,918,0,9789.122546,6943.23363,27.40456653,1
245,1972,YES,1,1,10,10,hunting,Yes,1600,nb,year,2021,NA,NA,1915,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
246,1972,YES,1,2,5,10,hunting,Yes,1600,ds,NA,2022,1,1,1915,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
247,1915,NO,1,1,4,4,firewood_coll,No,3820,ds,NA,2017,NA,NA,NA,611,619,1,62967.49245,12920.99311,19.55408598,0
247,1916,YES,2,2,15,30,rice,No,1670,ds,year,2021,1,1,1915,930,918,0,9789.122546,6943.23363,27.40456653,1
248,1915,NO,3,2,10,20,cardamom,No,500,ds,NA,2018,NA,NA,NA,611,619,1,62967.49245,12920.99311,19.55408598,0
248,1973,YES,3,5,9,45,hunting,Yes,4780,ds,NA,2021,NA,NA,1915;1972,1069,950,3,47372.35783,11154.3933,25.61199193,1
249,2088,NO,3,5,6,30,hunting,Yes,11700,NA,NA,NA,NA,NA,1915;1972;1973;1974;2031,1777,1689.5,0,12946.52216,0,29.5984721,0
249,1916,NO,1,1,3,3,hunting,Yes,1090,NA,NA,NA,NA,NA,1915,930,918,0,9789.122546,6943.23363,27.40456653,0
249,2031,NO,3,5,9,45,hunting,Yes,6490,NA,NA,NA,NA,NA,1915;1972;1973;1974,1515,1421.5,0,4997.566796,0,32.36759179,0
250,1915,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,611,619,1,62967.49245,12920.99311,19.55408598,0
250,2088,NO,3,4,6,24,hunting,Yes,8480,NA,NA,NA,NA,NA,1915;1972;1973;1974;2031,1777,1689.5,0,12946.52216,0,29.5984721,0
251,1973,NO,3,6,10,60,rice,No,2750,NA,NA,NA,NA,NA,1915;1972,1069,950,3,47372.35783,11154.3933,25.61199193,0
251,1916,YES,1,1,3,3,hunting,Yes,2360,nb,year,2022,12,1,1915,930,918,0,9789.122546,6943.23363,27.40456653,1
252,1915,YES,3,6,5,30,mithun,No,3000,nb,NA,2022,11,1,1972;1915,611,619,1,62967.49245,12920.99311,19.55408598,1
252,1973,YES,3,12,2,24,mithun,No,4000,nb,NA,2022,5,2,NA,1069,950,3,47372.35783,11154.3933,25.61199193,1
253,2030,NO,1,3,20,60,trapping,Yes,2350,NA,NA,NA,NA,NA,1973,1747,1686.5,0,2953.971387,0,29.22028896,0
253,1972,NO,1,3,15,45,trapping,Yes,1880,ds,NA,1994,NA,NA,1973,1011,980.5,0,51333.10848,1543.361217,25.87413833,0
254,2029,YES,3,2,10,20,trapping,Yes,2160,ds,year,2021,12,1,1973;1972,1492,1492.5,0,11937.3386,0,22.6063555,1
254,1973,NO,3,2,10,20,trapping,Yes,1000,NA,NA,NA,NA,NA,1973,1069,950,3,47372.35783,11154.3933,25.61199193,0
254,1972,YES,1,3,15,45,trapping,Yes,1000,nb,month,2021,12,1,1973,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
255,1972,YES,1,3,15,45,etkum_coll,No,1600,ds,week,2021,12,1,1973,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
256,1972,YES,1,1,5,5,hunting,Yes,1090,nb,month,2021,12,1,1973,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
257,1973,YES,2,1,5,5,firewood_coll,No,500,nb,week,2022,6,2,NA,1069,950,3,47372.35783,11154.3933,25.61199193,1
257,1916,YES,2,2,5,10,rice,No,2760,ds,NA,2020,NA,NA,1973,930,918,0,9789.122546,6943.23363,27.40456653,1
258,1972,YES,1,3,5,15,trapping,Yes,700,nb,year,2022,12,1,1973,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
259,1973,YES,2,1,10,10,jhum,No,700,ds,week,2021,3,2,NA,1069,950,3,47372.35783,11154.3933,25.61199193,1
259,1971,YES,1,1,5,5,mithun,No,4630,ds,year,2022,4,2,1973;1972,1117,1145.5,0,44208.97716,3835.232962,19.44406305,1
260,1972,YES,1,2,2,4,hunting,Yes,3000,nb,year,2022,6,2,1973,1011,980.5,0,51333.10848,1543.361217,25.87413833,1
260,2149,NO,1,2,6,12,hunting,Yes,21600,NA,NA,NA,NA,NA,1973;2031;2032;2148,970,952,0,3929.482682,0,35.88217973,0
261,1974,YES,1,2,10,20,timber_coll,No,1840,nb,year,2022,11;12,1,1973,1367,1333.5,0,19036.0334,0,26.99988975,1
262,1974,YES,2,1,1,1,frog_coll,No,1960,nb,year,2022,8,2,1973,1367,1333.5,0,19036.0334,0,26.99988975,1
262,1920,YES,3,4,6,24,trapping,Yes,12500,nb,year,2021,11;12,1,1973;1916;1859;1860;1861;1862;1863,1202,1167,0,10471.46165,0,35.03201059,1
263,1974,YES,3,5,6,30,rice,No,2970,ds,NA,2022,12,1,1973,1367,1333.5,0,19036.0334,0,26.99988975,1
263,1916,NO,3,6,6,36,jhum,No,1130,nb,NA,2019,NA,NA,1973,930,918,0,9789.122546,6943.23363,27.40456653,0
264,1804,YES,3,6,3,18,trapping,Yes,200,nb,year,2022,12,1,1861,697,677.5,0,34014.29494,7587.681467,22.07620815,1
264,1862,YES,3,2,3,6,orange,No,790,nb,year,2022,12,1,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,1
264,1805,YES,3,2,3,6,mithun,No,1020,nb,year,2022,12,1,1861,610,625,0,30397.79774,11697.88203,21.02512611,1
265,1863,YES,3,2,2,4,etkum_coll,No,4790,nb,year,2021,NA,NA,1861;1862,745,681,2,25179.56869,8323.380122,23.01709227,1
265,1862,YES,3,2,3,6,orange,No,2060,nb,year,2021,NA,NA,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,1
266,1863,YES,1,2,4,8,hunting,Yes,3230,nb,NA,2020,NA,NA,1862;1861,745,681,2,25179.56869,8323.380122,23.01709227,1
266,1862,YES,1,2,4,8,hunting,Yes,1760,ob,year,2021,12,1,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,1
267,1862,YES,3,3,7,21,vegetable,No,2390,nb,month,2022,NA,NA,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,1
267,1805,YES,3,5,10,50,rice,No,950,ds,month,2022,10,1,1861,610,625,0,30397.79774,11697.88203,21.02512611,1
268,1861,YES,3,6,10,60,trapping,Yes,550,nb,week,2022,9,1,NA,1200,1155,1,8529.286572,4154.055808,31.09081206,1
269,1805,YES,3,3,3,9,firewood_coll,No,1980,ds,NA,2022,NA,NA,1861,610,625,0,30397.79774,11697.88203,21.02512611,1
270,1861,YES,3,3,3,9,firewood_coll,No,530,nb,NA,2021,NA,NA,1861,1200,1155,1,8529.286572,4154.055808,31.09081206,1
270,1862,YES,3,6,8,48,trapping,Yes,3100,nb,year,2022,12,1,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,1
271,1862,YES,3,6,8,48,trapping,Yes,2800,nb,year,2022,12,1,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,1
272,1861,YES,2,1,5,5,toko_coll,No,460,nb,NA,2020,NA,NA,NA,1200,1155,1,8529.286572,4154.055808,31.09081206,1
272,1862,NO,2,1,3,3,toko_coll,No,2920,NA,NA,NA,NA,NA,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,0
273,1862,NO,3,4,20,80,trapping,Yes,3320,ds,NA,2019,NA,NA,1861,1105,1048,0,28418.79899,4960.506564,31.30664045,0
273,1920,YES,1,2,3,6,hunting,Yes,3000,nb,NA,2021,NA,NA,1861;1862;1963,1202,1167,0,10471.46165,0,35.03201059,1
273,1804,NO,1,2,3,6,hunting,Yes,2500,ds,NA,2018,NA,NA,1861,697,677.5,0,34014.29494,7587.681467,22.07620815,0
274,1861,NO,1,2,2,4,hunting,Yes,5000,ds,NA,2019,NA,NA,NA,1200,1155,1,8529.286572,4154.055808,31.09081206,0
275,1861,YES,1,2,2,4,hunting,Yes,3500,nb,year,2021,1;2,1,NA,1200,1155,1,8529.286572,4154.055808,31.09081206,1
276,1921,YES,1,1,2,2,etkum_coll,No,1600,nb,NA,2020,2;3,3,1964,901,918,0,7094.778002,424.5277209,32.51315412,1
276,1923,NO,1,2,6,12,frog_coll,No,3870,ds,NA,2013,NA,NA,1864;1922;1921,663,656,0,1308.06125,3733.741645,32.9499237,0
277,1922,YES,3,3,2,6,hunting,Yes,2560,nb,NA,2020,12,1,1864;1921,612,600,0,13265.86674,4837.036336,29.94764802,1
278,1864,YES,1,1,8,8,hunting,Yes,1000,nb,year,2021,12,1,1863,431,401,1,35437.89059,8009.800693,25.49304263,1
278,1922,YES,3,3,4,12,mithun,No,6000,nb,year,2022,NA,NA,1863;1864;1921,612,600,0,13265.86674,4837.036336,29.94764802,1
279,1864,YES,1,3,7,21,hunting,Yes,1000,ds,NA,2020,12,1,NA,431,401,1,35437.89059,8009.800693,25.49304263,1
280,1864,YES,1,5,15,75,trapping,Yes,1020,nb,year,2022,12,1,1863,431,401,1,35437.89059,8009.800693,25.49304263,1
280,1921,YES,1,2,20,40,cardamom,No,2950,ob,NA,2022,9,1,1864,901,918,0,7094.778002,424.5277209,32.51315412,1
281,1979,YES,1,4,10,40,trapping,Yes,6000,ds,month,2021,2,1,1864;1921;1922,1250,1188,0,1772.316801,0,34.67923441,1
282,1795,NO,2,7,13,91,trapping,Yes,910,NA,NA,NA,NA,NA,1796,1268,1287.5,0,10414.51751,2425.030402,26.50355759,0
282,1796,NO,2,7,13,91,trapping,Yes,1280,nb,NA,2008,NA,NA,NA,910,853.5,1,22069.81673,12260.77619,23.61683083,0
283,1796,NO,2,1,10,10,jhum,No,2180,ob,NA,2008,NA,NA,NA,910,853.5,1,22069.81673,12260.77619,23.61683083,0
283,1852,NO,2,1,13,13,jhum,No,3390,ob,NA,2008,NA,NA,1796;1853,1271,1222.5,0,12510.13489,0,31.82016278,0
284,1796,NO,3,7,10,70,trapping,Yes,1110,ds,NA,2000,NA,NA,NA,910,853.5,1,22069.81673,12260.77619,23.61683083,0
284,1795,NO,3,7,10,70,trapping,Yes,1380,NA,NA,NA,NA,NA,1796,1268,1287.5,0,10414.51751,2425.030402,26.50355759,0
285,1739,YES,1,1,3,3,mithun,No,2390,ob,year,2022,6,2,1796,797,1323.5,1,8918.37049,2445.920974,18.95725133,1
285,1795,YES,2,2,10,20,jhum,No,1010,ob,year,2023,NA,NA,1796,1268,1287.5,0,10414.51751,2425.030402,26.50355759,1
285,1852,YES,1,4,3,12,hunting,Yes,3530,ds,year,2020,1,1,1796;1853,1271,1222.5,0,12510.13489,0,31.82016278,1
286,1795,NO,1,6,6,36,trapping,Yes,1600,ob,year,2000,NA,NA,1796,1268,1287.5,0,10414.51751,2425.030402,26.50355759,0
286,1853,NO,1,7,15,105,trapping,Yes,1410,ob,year,2000,NA,NA,1796,1084,1060,0,29704.60102,7184.501075,24.69651482,0
287,1739,NO,1,4,8,32,trapping,Yes,1370,ob,NA,2013,NA,NA,NA,797,1323.5,1,8918.37049,2445.920974,18.95725133,0
287,1852,NO,1,4,7,28,trapping,Yes,5800,NA,NA,NA,NA,NA,1739;1796;1795,1271,1222.5,0,12510.13489,0,31.82016278,0
287,1682,YES,1,1,14,14,trapping,Yes,4000,ob,NA,2022,1;2,1,1739,1199,1198,0,14796.8405,0,22.28276465,1
288,1740,YES,2,2,5,10,mithun,No,2560,nb,NA,2023,1,1,1739,1388,1398.5,0,28942.45028,7872.667763,25.37012448,1
289,1739,YES,1,2,3,6,mithun,No,1000,nb,year,2022,2,1,NA,797,1323.5,1,8918.37049,2445.920974,18.95725133,1
289,1681,NO,1,2,7,14,mithun,No,1650,NA,NA,NA,NA,NA,1739;1738,1471,1504,1,4806.845054,2633.973232,16.77298919,0
290,1738,YES,2,2,30,60,rice,No,2460,fs,week,2022,NA,NA,1681,1095,1034.5,0,21914.68396,4405.870436,21.2839898,1
290,1681,NO,1,1,4,4,mithun,No,840,nb,NA,2017,NA,NA,NA,1471,1504,1,4806.845054,2633.973232,16.77298919,0
291,1623,YES,1,2,7,14,mithun,No,3590,nb,week,2023,2,1,1681;1680,1085,1135,0,7592.534815,3726.845348,21.35819479,1
291,1622,NO,1,2,7,14,mithun,No,4450,NA,NA,NA,NA,NA,1681;1680;1623,1427,1457.5,0,3083.398281,3919.352803,26.59824002,0
291,1740,NO,1,2,5,10,mithun,No,8340,ds,NA,2018,2,1,1681;1738;1739;1797,1388,1398.5,0,28942.45028,7872.667763,25.37012448,0
292,1738,YES,3,7,15,105,trapping,Yes,2680,nb,year,2023,2,1,1681,1095,1034.5,0,21914.68396,4405.870436,21.2839898,1
293,1680,YES,1,1,3,3,firewood_coll,No,1600,nb,NA,2023,1,1,1681,1140,1125,0,37159.15195,6526.702926,24.08127763,1
294,1680,NO,3,2,10,20,mithun,No,1260,NA,NA,NA,NA,NA,1681,1140,1125,0,37159.15195,6526.702926,24.08127763,0
294,1737,NO,1,1,5,5,mithun,No,2380,NA,NA,NA,NA,NA,1681;1680,1281,1288.5,0,17868.84482,0,31.29203262,0
294,1738,YES,1,1,5,5,jhum,No,1310,nb,year,2023,1,1,1681,1095,1034.5,0,21914.68396,4405.870436,21.2839898,1
295,1680,YES,1,3,6,18,mithun,No,1510,fs,year,2021,NA,NA,1681,1140,1125,0,37159.15195,6526.702926,24.08127763,1
296,1680,YES,3,3,10,30,fishing,No,850,nb,year,2020,NA,NA,1681,1140,1125,0,37159.15195,6526.702926,24.08127763,1
296,1737,NO,1,1,3,3,hunting,Yes,2670,NA,NA,NA,NA,NA,1681;1680,1281,1288.5,0,17868.84482,0,31.29203262,0
296,1738,YES,3,3,2,6,hunting,Yes,2880,fs,year,2020,NA,NA,1681,1095,1034.5,0,21914.68396,4405.870436,21.2839898,1
297,1737,YES,3,2,4,8,hunting,Yes,2011,fs,NA,2023,2,1,1681;1680,1281,1288.5,0,17868.84482,0,31.29203262,1
297,1681,NO,3,2,10,20,mithun,No,1950,NA,NA,NA,NA,NA,NA,1471,1504,1,4806.845054,2633.973232,16.77298919,0
297,1852,YES,3,2,10,20,mithun,No,8280,fs,NA,2023,1,1,1681;1738;1739;1796;1853,1271,1222.5,0,12510.13489,0,31.82016278,1
297,1680,YES,1,2,4,8,hunting,Yes,2600,fs,year,2023,1,1,1681,1140,1125,0,37159.15195,6526.702926,24.08127763,1
298,1740,NO,1,2,10,20,mithun,No,7140,nb,year,2017,NA,NA,1681;1738;1796;1797,1388,1398.5,0,28942.45028,7872.667763,25.37012448,0
298,1624,NO,1,2,10,20,mithun,No,2750,NA,NA,NA,NA,NA,1681,938,931.5,0,7301.780133,2294.785654,23.72575135,0
298,1737,NO,3,3,5,15,hunting,Yes,2190,NA,NA,NA,NA,NA,1681;1680,1281,1288.5,0,17868.84482,0,31.29203262,0
299,1564,YES,1,1,3,3,hunting,Yes,4370,ds,NA,2022,2,1,1566;1565,1432,1496.5,0,2824.00805,0,31.9741759,1
300,1621,NO,1,1,3,3,hunting,Yes,5680,NA,NA,NA,NA,NA,1566;1565;1622,1594,1585,0,3173.410413,0,35.11660371,0
300,1622,YES,2,2,4,8,mithun,No,2150,nb,month,2023,2,1,1566;1623;1622,1427,1457.5,0,3083.398281,3919.352803,26.59824002,1
301,1565,YES,3,2,4,8,mithun,No,2870,fs,month,2023,2,1,1566,902,936.5,0,8189.99545,10851.52212,23.41659991,1
302,1622,YES,2,1,5,5,jhum,No,2320,nb,week,2023,2,1,1566;1623,1427,1457.5,0,3083.398281,3919.352803,26.59824002,1
302,1565,YES,2,2,5,10,jhum,No,980,nb,NA,2023,2,1,1566,902,936.5,0,8189.99545,10851.52212,23.41659991,1
302,1625,YES,3,2,5,10,jhum,No,6590,nb,month,2023,2,1,1566;1624,740,816.5,0,18005.19506,5547.995276,27.11874715,1
302,1623,YES,1,1,1,1,hunting,Yes,2780,nb,week,2023,2,1,1566,1085,1135,0,7592.534815,3726.845348,21.35819479,1
303,1565,NO,1,3,12,36,trapping,Yes,2000,NA,NA,NA,NA,NA,1566,902,936.5,0,8189.99545,10851.52212,23.41659991,0
303,1622,YES,2,1,3,3,frog_coll,No,3000,nb,NA,2022,10,1,1566;1623,1427,1457.5,0,3083.398281,3919.352803,26.59824002,1
303,1623,YES,2,3,4,12,mithun,No,2660,fs,year,2023,12,1,1566,1085,1135,0,7592.534815,3726.845348,21.35819479,1
303,1624,YES,2,3,4,12,mithun,No,3840,ds,NA,2023,2,1,1566,938,931.5,0,7301.780133,2294.785654,23.72575135,1
304,1626,YES,1,1,7,7,hunting,Yes,1260,fs,year,2020,NA,NA,1684,611,520,0,23610.09467,6060.312908,21.31789034,1
304,1682,YES,1,1,5,5,transit,No,4170,fs,NA,2020,NA,NA,1684;1683,1199,1198,0,14796.8405,0,22.28276465,1
305,1741,NO,1,1,5,5,transit,No,3590,NA,NA,NA,NA,NA,1684,1564,1641.5,0,0,1886.103833,23.9623107,0
305,1682,YES,2,2,15,30,rice,No,4570,nb,NA,2023,2,1,1684;1683,1199,1198,0,14796.8405,0,22.28276465,1
305,1684,YES,2,2,5,10,mithun,No,2000,nb,NA,2022,3,2,NA,1010,992,1,1614.711825,7147.474927,28.5501648,1
306,1685,NO,3,3,10,30,trapping,Yes,3190,NA,NA,NA,NA,NA,1684,820,782.5,0,20671.31168,10223.55086,24.90836981,0
306,1625,YES,1,2,15,30,firewood_coll,No,4590,nb,year,2023,2,1,1684;1683;1626,740,816.5,0,18005.19506,5547.995276,27.11874715,1
307,1683,YES,1,3,10,30,mithun,No,2910,ob,year,2021,NA,NA,1684,1246,1341,1,837.4953696,4130.109254,27.87288706,1
307,1624,NO,1,2,5,10,hunting,Yes,3970,NA,NA,NA,NA,NA,1684;1683;1626;1625,938,931.5,0,7301.780133,2294.785654,23.72575135,0
308,1626,YES,2,3,15,45,rice,No,3000,fs,year,2021,12,1,1684;1627,611,520,0,23610.09467,6060.312908,21.31789034,1
309,1626,YES,1,2,10,20,trapping,Yes,4000,nb,year,2023,2,1,1684;1627,611,520,0,23610.09467,6060.312908,21.31789034,1
310,1687,YES,2,1,3,3,mithun,No,3290,ob,year,2022,NA,NA,1686,923,896,0,36162.85947,5855.514912,27.63150237,1
311,1687,YES,1,1,6,6,hunting,Yes,7030,ob,year,2023,NA,NA,1686,923,896,0,36162.85947,5855.514912,27.63150237,1
312,1799,NO,1,2,3,6,mithun,No,6230,NA,NA,NA,NA,NA,1686;1743;1742,1554,1646.5,0,3878.888656,0,27.58200606,0
312,1744,NO,1,1,5,5,hunting,Yes,2670,NA,NA,NA,NA,NA,1687;1686,1476,1441.5,0,10236.62158,0,27.82994144,0
313,1686,YES,1,1,5,5,hunting,Yes,3370,ds,NA,2021,2,1,NA,954,1002,2,37804.4344,5463.876447,27.42111544,1
313,1630,NO,3,3,3,9,mithun,No,3040,ds,NA,2019,11,1,1686,486,448,0,39159.31246,6898.202952,24.06487167,0
314,1686,NO,1,1,6,6,hunting,Yes,1000,NA,NA,NA,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
314,1687,NO,3,3,3,9,mithun,No,2410,ds,NA,2018,NA,NA,1686,923,896,0,36162.85947,5855.514912,27.63150237,0
314,1744,NO,3,3,3,9,mithun,No,3000,NA,NA,NA,NA,NA,1686;1687,1476,1441.5,0,10236.62158,0,27.82994144,0
315,1687,NO,3,2,3,6,mithun,No,2000,NA,NA,NA,NA,NA,1686,923,896,0,36162.85947,5855.514912,27.63150237,0
315,1744,NO,3,2,3,6,mithun,No,3000,NA,NA,NA,NA,NA,1686;1687,1476,1441.5,0,10236.62158,0,27.82994144,0
316,1630,YES,1,4,7,28,trapping,Yes,4240,nb,NA,2021,NA,NA,3.61,486,448,0,39159.31246,6898.202952,24.06487167,1
316,1686,NO,2,1,3,3,mithun,No,830,NA,NA,NA,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
317,1630,NO,1,5,7,35,trapping,Yes,4470,ob,NA,2013,NA,NA,1686,486,448,0,39159.31246,6898.202952,24.06487167,0
317,1686,NO,3,4,8,32,rice,No,3470,ob,NA,2013,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
318,1685,NO,1,3,2,6,hunting,Yes,1720,ds,NA,2019,NA,NA,1686,820,782.5,0,20671.31168,10223.55086,24.90836981,0
318,1630,NO,1,3,2,6,hunting,Yes,5660,ds,NA,2018,NA,NA,1686,486,448,0,39159.31246,6898.202952,24.06487167,0
318,1686,NO,1,3,2,6,hunting,Yes,2080,ds,NA,2018,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
319,1687,NO,3,3,15,45,rice,No,750,ds,NA,2017,NA,NA,1686,923,896,0,36162.85947,5855.514912,27.63150237,0
319,1685,NO,1,1,3,3,hunting,Yes,3140,ob,NA,2018,NA,NA,1686,820,782.5,0,20671.31168,10223.55086,24.90836981,0
320,1686,NO,1,7,8,56,trapping,Yes,1860,ds,NA,2013,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
320,1688,YES,3,3,20,60,rice,No,5180,ob,year,2022,NA,NA,1686;1630;1687,975,935,1,26312.76741,5722.264119,25.60640241,1
321,1687,YES,3,7,8,56,trapping,Yes,5170,ob,year,2023,NA,NA,1686;1630,923,896,0,36162.85947,5855.514912,27.63150237,1
321,1688,NO,3,7,8,56,trapping,Yes,6040,NA,NA,NA,NA,NA,1686;1687,975,935,1,26312.76741,5722.264119,25.60640241,0
322,1685,NO,3,4,7,28,trapping,Yes,1590,NA,NA,NA,NA,NA,1687;1686,820,782.5,0,20671.31168,10223.55086,24.90836981,0
322,1799,NO,1,1,7,7,hunting,Yes,7000,NA,NA,NA,NA,NA,1686;1744;1743;1742,1554,1646.5,0,3878.888656,0,27.58200606,0
323,1686,NO,3,2,7,14,trapping,Yes,2340,NA,NA,NA,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
324,1742,NO,3,6,15,90,trapping,Yes,3480,ob,NA,2015,NA,NA,1686;1743,1429,1476,0,4024.373849,0,24.95325323,0
324,1745,NO,3,6,15,90,trapping,Yes,8060,NA,NA,NA,NA,NA,1686;1687;1744,1686,1696,0,1225.924431,0,30.22491008,0
324,1743,NO,3,5,7,35,mithun,No,5950,NA,NA,NA,NA,NA,1686,1887,1963,0,0,0,31.96899449,0
325,1687,NO,1,5,12,60,trapping,Yes,8650,nb,NA,2014,NA,NA,1686,923,896,0,36162.85947,5855.514912,27.63150237,0
325,1686,NO,1,5,12,60,trapping,Yes,6950,nb,NA,2013,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
325,1685,NO,1,5,12,60,trapping,Yes,3630,nb,NA,2014,NA,NA,1686,820,782.5,0,20671.31168,10223.55086,24.90836981,0
326,1740,NO,3,2,3,6,mithun,No,10200,NA,NA,NA,NA,NA,1686;1685;1684;1741,1388,1398.5,0,28942.45028,7872.667763,25.37012448,0
326,1686,NO,1,5,8,40,trapping,Yes,3210,nb,NA,2018,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
327,1630,NO,1,2,6,12,trapping,Yes,1000,nb,NA,2018,NA,NA,1686;1687,486,448,0,39159.31246,6898.202952,24.06487167,0
327,1686,YES,3,2,7,14,hunting,Yes,2000,nb,NA,2023,5,2,NA,954,1002,2,37804.4344,5463.876447,27.42111544,1
328,1800,NO,1,3,6,18,trapping,Yes,6090,NA,NA,NA,NA,NA,1686;1743,1902,1869,0,3165.662636,0,28.81253814,0
328,1686,NO,3,3,5,15,mithun,No,2150,ds,NA,2000,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
328,1743,NO,1,5,8,40,trapping,Yes,5140,NA,NA,NA,NA,NA,1686,1887,1963,0,0,0,31.96899449,0
328,1685,YES,3,3,5,15,jhum,No,3390,ds,NA,2000,NA,NA,1686,820,782.5,0,20671.31168,10223.55086,24.90836981,1
329,1686,NO,3,12,30,360,village,No,0,ds,NA,2017,NA,NA,NA,954,1002,2,37804.4344,5463.876447,27.42111544,0
330,2492,NO,3,4,20,80,rice,No,3000,fs,week,2018,NA,NA,NA,386,370.5,1,8206.904756,1145.916127,4.462089321,0
331,2380,NO,3,3,9,27,jhum,No,3000,NA,NA,NA,NA,NA,2379,249,248.5,0,37854.78209,3339.192221,2.780426231,0
